lowest_inv,any_inv,surf_inv,u10,v10,blh,t2m,lowest_inv_nosurf,any_inv_nosurf,surf_inv_nosurf,hour,year,month,day
-0.14481722277097853,-0.14481722277097853,-0.14481722277097853,-0.1321385415490663,-1.8087560643703453,52.260736689170926,262.5283987518451,-2.241316219010514e-4,-0.009394850484738981,-2.241316219010514e-4,19,2009,12,31
-0.04315483648958314,-0.04315483648958314,-0.04315483648958314,-1.4702103450231987,-0.14508509074559472,626.306145515897,270.3654430529633,0.08806504977245368,0.005248415479545656,0.058554386221981836,1,2010,1,1
-0.09864365116114926,-0.09864365116114926,-0.09864365116114926,0.25610125124333527,-1.2664559591499196,31.380481390631303,269.4752459568337,0.05664926743581191,0.05472547101448299,0.05664926743581191,7,2010,1,1
0.03149032705097658,0.03149032705097658,0.03149032705097658,-1.624287572207627,0.14599358488496783,99.22514992257368,269.4363744018363,0.05435191831131306,0.03722452687094574,0.04419751066346104,13,2010,1,1
0.13649627885419016,0.019256641848442085,0.055626980253040276,-1.2027203404439366,1.198117520774138,264.5541063498656,268.6851142498065,0.04256633052628331,0.019256641848442085,0.030911486187362697,19,2010,1,1
0.08177422842916018,0.07005980947963508,0.07917164036088123,-1.3074281897492543,2.366592407226562,830.0664077480864,270.5994421167103,0.08279795665774828,0.07005980947963508,0.07840248651710983,1,2010,1,2
-0.02760419514663854,-0.02760419514663854,-0.02760419514663854,-1.557259625918356,1.087402948438862,103.58867076669571,266.2900876483303,0.06329850555224766,0.050280193846754175,0.06009217818336765,7,2010,1,2
0.02716718239483535,0.02716718239483535,0.02716718239483535,-2.5817053059387924,1.6404390121887689,492.94401956887725,266.07802599680963,0.057246951760885165,0.031359749431167074,0.04372434390611185,13,2010,1,2
0.09053035769533142,0.042174100187953624,0.05858836741181678,-2.914357915073858,1.489330395886319,484.4109121403718,265.7512740147024,0.06464329528366079,0.042174100187953624,0.04970741303522649,19,2010,1,2
0.06233625281196421,0.011486745622494254,0.04414427993016882,-3.9591979980468746,-0.9208922939822395,557.782707074869,264.1417607176796,0.07273071130730387,0.011486745622494254,0.04006352741504088,1,2010,1,3
0.025920748159946255,0.025920748159946255,0.025920748159946255,0.7502924544966997,-1.5630368135268415,222.17947059694677,263.6664501194435,0.07202096117128122,0.03290999314932378,0.05774502203177917,7,2010,1,3
